titer_id	condition	timepoint	replicate	plaque_count	strain	fold_dilution	log10_dilution	surface	temperature	relative_humidity_pct	medium	medium_state	concentration_pct	chlorine_concentration_ppm	well_volume_ml	intercept_condition	timeseries_id
449	SS_4°C/40%_2022	10.0	3	7	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_3_10.0
450	SS_4°C/40%_2022	15.0	1	0	2022	1	0.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_1_15.0
451	SS_4°C/40%_2022	15.0	2	0	2022	1	0.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_2_15.0
452	SS_4°C/40%_2022	15.0	3	0	2022	1	0.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_3_15.0
453	SS_4°C/45%_2003	0.0	1	6	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_1_0.0
454	SS_4°C/45%_2003	0.0	2	7	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_2_0.0
455	SS_4°C/45%_2003	0.0	3	8	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_3_0.0
456	SS_4°C/45%_2003	1.0	1	3	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_1_1.0
457	SS_4°C/45%_2003	1.0	2	8	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_2_1.0
458	SS_4°C/45%_2003	1.0	3	3	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_3_1.0
459	SS_4°C/45%_2003	3.0	1	4	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_1_3.0
460	SS_4°C/45%_2003	3.0	2	2	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_2_3.0
461	SS_4°C/45%_2003	3.0	3	2	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_3_3.0
462	SS_4°C/45%_2003	5.0	1	2	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_1_5.0
463	SS_4°C/45%_2003	5.0	2	1	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_2_5.0
464	SS_4°C/45%_2003	5.0	3	4	2003	100	-2.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_3_5.0
465	SS_4°C/45%_2003	7.0	1	0	2003	1	0.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_1_7.0
466	SS_4°C/45%_2003	7.0	2	0	2003	1	0.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_2_7.0
467	SS_4°C/45%_2003	7.0	3	0	2003	1	0.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_3_7.0
468	SS_4°C/45%_2003	10.0	1	0	2003	1	0.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_1_10.0
469	SS_4°C/45%_2003	10.0	2	0	2003	1	0.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_2_10.0
470	SS_4°C/45%_2003	10.0	3	0	2003	1	0.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_3_10.0
471	SS_4°C/45%_2003	15.0	1	0	2003	1	0.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_1_15.0
472	SS_4°C/45%_2003	15.0	2	0	2003	1	0.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_2_15.0
473	SS_4°C/45%_2003	15.0	3	0	2003	1	0.0	stainless_steel	4.0	45.0	DMEM	surface		0.0	0.25	SS_4°C/45%_2003	SS_4°C/45%_2003_3_15.0
474	Saliva_liquid_2022	0.0	1	35	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_1
475	Saliva_liquid_2022	0.0	2	28	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_2
476	Saliva_liquid_2022	0.0	3	16	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_3
477	Saliva_liquid_2022	1.0	1	19	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_1
478	Saliva_liquid_2022	1.0	2	19	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_2
479	Saliva_liquid_2022	1.0	3	8	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_3
480	Saliva_liquid_2022	3.0	1	28	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_1
481	Saliva_liquid_2022	3.0	2	21	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_2
482	Saliva_liquid_2022	3.0	3	11	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_3
483	Saliva_liquid_2022	5.0	1	80	2022	100	-2.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_1
484	Saliva_liquid_2022	5.0	2	7	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_2
485	Saliva_liquid_2022	5.0	3	6	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_3
486	Saliva_liquid_2022	7.0	1	11	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_1
487	Saliva_liquid_2022	7.0	2	15	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_2
488	Saliva_liquid_2022	7.0	3	18	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_3
489	Saliva_liquid_2022	10.0	1	15	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_1
490	Saliva_liquid_2022	10.0	2	18	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_2
491	Saliva_liquid_2022	10.0	3	15	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_3
492	Saliva_liquid_2022	15.0	1	3	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_1
493	Saliva_liquid_2022	15.0	2	17	2022	100	-2.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_2
494	Saliva_liquid_2022	15.0	3	3	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_3
495	Saliva_liquid_2022	20.0	1	6	2022	1000	-3.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_1
496	Saliva_liquid_2022	20.0	2	25	2022	100	-2.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_2
497	Saliva_liquid_2022	20.0	3	14	2022	100	-2.0				Saliva	liquid		0.0	0.25	Saliva_liquid_2022	Saliva_liquid_2022_3
498	Saliva_surface_2022	0.0	1	22	2022	1000	-3.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_1_0.0
499	Saliva_surface_2022	0.0	2	3	2022	10000	-4.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_2_0.0
500	Saliva_surface_2022	0.0	3	14	2022	1000	-3.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_3_0.0
501	Saliva_surface_2022	1.0	1	25	2022	1000	-3.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_1_1.0
502	Saliva_surface_2022	1.0	2	30	2022	1000	-3.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_2_1.0
503	Saliva_surface_2022	1.0	3	24	2022	1000	-3.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_3_1.0
504	Saliva_surface_2022	3.0	1	10	2022	1000	-3.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_1_3.0
505	Saliva_surface_2022	3.0	2	28	2022	1000	-3.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_2_3.0
506	Saliva_surface_2022	3.0	3	20	2022	1000	-3.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_3_3.0
507	Saliva_surface_2022	5.0	1	4	2022	10	-1.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_1_5.0
508	Saliva_surface_2022	5.0	2	5	2022	10	-1.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_2_5.0
509	Saliva_surface_2022	5.0	3	6	2022	1	0.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_3_5.0
510	Saliva_surface_2022	7.0	1	0	2022	1	0.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_1_7.0
511	Saliva_surface_2022	7.0	2	0	2022	1	0.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_2_7.0
512	Saliva_surface_2022	7.0	3	0	2022	1	0.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_3_7.0
513	Saliva_surface_2022	10.0	1	0	2022	1	0.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_1_10.0
514	Saliva_surface_2022	10.0	2	0	2022	1	0.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_2_10.0
515	Saliva_surface_2022	10.0	3	0	2022	1	0.0	polypropylene_plastic			Saliva	surface		0.0	0.25	Saliva_surface_2022	Saliva_surface_2022_3_10.0
516	Semen_liquid_2022	0.0	2	3	2022	10000	-4.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_2
517	Semen_liquid_2022	0.0	3	6	2022	10000	-4.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_3
518	Semen_liquid_2022	1.0	1	13	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_1
519	Semen_liquid_2022	1.0	2	19	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_2
520	Semen_liquid_2022	1.0	3	9	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_3
521	Semen_liquid_2022	3.0	1	17	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_1
522	Semen_liquid_2022	3.0	2	17	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_2
523	Semen_liquid_2022	3.0	3	17	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_3
524	Semen_liquid_2022	5.0	1	17	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_1
525	Semen_liquid_2022	5.0	2	9	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_2
526	Semen_liquid_2022	5.0	3	13	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_3
527	Semen_liquid_2022	7.0	1	6	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_1
528	Semen_liquid_2022	7.0	2	5	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_2
529	Semen_liquid_2022	7.0	3	2	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_3
530	Semen_liquid_2022	10.0	1	5	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_1
531	Semen_liquid_2022	10.0	2	5	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_2
532	Semen_liquid_2022	10.0	3	5	2022	1000	-3.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_3
533	Semen_liquid_2022	15.0	1	19	2022	100	-2.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_1
534	Semen_liquid_2022	15.0	2	27	2022	100	-2.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_2
535	Semen_liquid_2022	15.0	3	21	2022	100	-2.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_3
536	Semen_liquid_2022	20.0	1	5	2022	100	-2.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_1
537	Semen_liquid_2022	20.0	2	14	2022	100	-2.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_2
538	Semen_liquid_2022	20.0	3	16	2022	100	-2.0				Semen	liquid		0.0	0.25	Semen_liquid_2022	Semen_liquid_2022_3
539	Semen_surface_2022	0.0	1	6	2022	10000	-4.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_1_0.0
540	Semen_surface_2022	0.0	2	3	2022	10000	-4.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_2_0.0
541	Semen_surface_2022	0.0	3	2	2022	10000	-4.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_3_0.0
542	Semen_surface_2022	1.0	1	16	2022	10000	-4.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_1_1.0
543	Semen_surface_2022	1.0	2	3	2022	10000	-4.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_2_1.0
544	Semen_surface_2022	1.0	3	4	2022	10000	-4.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_3_1.0
545	Semen_surface_2022	3.0	1	2	2022	10000	-4.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_1_3.0
546	Semen_surface_2022	3.0	2	3	2022	10000	-4.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_2_3.0
547	Semen_surface_2022	3.0	3	20	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_3_3.0
548	Semen_surface_2022	5.0	1	19	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_1_5.0
549	Semen_surface_2022	5.0	2	8	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_2_5.0
550	Semen_surface_2022	5.0	3	5	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_3_5.0
551	Semen_surface_2022	7.0	1	19	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_1_7.0
552	Semen_surface_2022	7.0	2	20	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_2_7.0
553	Semen_surface_2022	7.0	3	13	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_3_7.0
554	Semen_surface_2022	10.0	1	7	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_1_10.0
555	Semen_surface_2022	10.0	2	14	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_2_10.0
556	Semen_surface_2022	10.0	3	16	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_3_10.0
557	Semen_surface_2022	15.0	1	6	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_1_15.0
558	Semen_surface_2022	15.0	2	3	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_2_15.0
559	Semen_surface_2022	15.0	3	5	2022	1000	-3.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_3_15.0
560	Semen_surface_2022	20.0	1	18	2022	100	-2.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_1_20.0
561	Semen_surface_2022	20.0	2	9	2022	100	-2.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_2_20.0
562	Semen_surface_2022	20.0	3	37	2022	100	-2.0	polypropylene_plastic			Semen	surface		0.0	0.25	Semen_surface_2022	Semen_surface_2022_3_20.0
563	Serum_0%_liquid_2022	0.0	1	9	2022	1000	-3.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_1
564	Serum_0%_liquid_2022	0.0	2	4	2022	1000	-3.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_2
565	Serum_0%_liquid_2022	0.0	3	3	2022	1000	-3.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_3
566	Serum_0%_liquid_2022	1.0	1	3	2022	1000	-3.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_1
567	Serum_0%_liquid_2022	1.0	2	9	2022	1000	-3.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_2
568	Serum_0%_liquid_2022	1.0	3	4	2022	1000	-3.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_3
569	Serum_0%_liquid_2022	3.0	1	8	2022	100	-2.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_1
570	Serum_0%_liquid_2022	3.0	2	10	2022	1000	-3.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_2
571	Serum_0%_liquid_2022	3.0	3	14	2022	1000	-3.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_3
572	Serum_0%_liquid_2022	5.0	1	12	2022	100	-2.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_1
573	Serum_0%_liquid_2022	5.0	2	11	2022	1000	-3.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_2
574	Serum_0%_liquid_2022	5.0	3	12	2022	100	-2.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_3
575	Serum_0%_liquid_2022	7.0	1	3	2022	10	-1.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_1
576	Serum_0%_liquid_2022	7.0	2	16	2022	10	-1.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_2
577	Serum_0%_liquid_2022	7.0	3	1	2022	1	0.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_3
578	Serum_0%_liquid_2022	10.0	1	0	2022	1	0.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_1
579	Serum_0%_liquid_2022	10.0	2	0	2022	1	0.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_2
580	Serum_0%_liquid_2022	10.0	3	0	2022	1	0.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_3
581	Serum_0%_liquid_2022	15.0	1	0	2022	1	0.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_1
582	Serum_0%_liquid_2022	15.0	2	0	2022	1	0.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_2
583	Serum_0%_liquid_2022	15.0	3	0	2022	1	0.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_3
584	Serum_0%_liquid_2022	20.0	1	0	2022	1	0.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_1
585	Serum_0%_liquid_2022	20.0	2	0	2022	1	0.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_2
586	Serum_0%_liquid_2022	20.0	3	0	2022	1	0.0				Serum	liquid	0.0	0.0	0.25	Serum_0%_liquid_2022	Serum_0%_liquid_2022_3
587	Serum_100%_liquid_2022	0.0	1	14	2022	1000	-3.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_1
588	Serum_100%_liquid_2022	0.0	2	13	2022	1000	-3.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_2
589	Serum_100%_liquid_2022	0.0	3	5	2022	10000	-4.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_3
590	Serum_100%_liquid_2022	1.0	1	13	2022	1000	-3.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_1
591	Serum_100%_liquid_2022	1.0	2	1	2022	10000	-4.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_2
592	Serum_100%_liquid_2022	1.0	3	4	2022	10000	-4.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_3
593	Serum_100%_liquid_2022	3.0	1	1	2022	10000	-4.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_1
594	Serum_100%_liquid_2022	3.0	2	2	2022	10000	-4.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_2
595	Serum_100%_liquid_2022	3.0	3	11	2022	1000	-3.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_3
596	Serum_100%_liquid_2022	5.0	1	9	2022	1000	-3.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_1
597	Serum_100%_liquid_2022	5.0	2	4	2022	1000	-3.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_2
598	Serum_100%_liquid_2022	5.0	3	6	2022	1000	-3.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_3
599	Serum_100%_liquid_2022	7.0	1	5	2022	1000	-3.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_1
600	Serum_100%_liquid_2022	7.0	2	4	2022	1000	-3.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_2
601	Serum_100%_liquid_2022	7.0	3	4	2022	1000	-3.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_3
602	Serum_100%_liquid_2022	10.0	1	3	2022	100	-2.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_1
603	Serum_100%_liquid_2022	10.0	2	1	2022	100	-2.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_2
604	Serum_100%_liquid_2022	10.0	3	3	2022	100	-2.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_3
605	Serum_100%_liquid_2022	15.0	1	7	2022	100	-2.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_1
606	Serum_100%_liquid_2022	15.0	2	7	2022	10	-1.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_2
607	Serum_100%_liquid_2022	15.0	3	10	2022	10	-1.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_3
608	Serum_100%_liquid_2022	20.0	1	13	2022	1	0.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_1
609	Serum_100%_liquid_2022	20.0	2	2	2022	10	-1.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_2
610	Serum_100%_liquid_2022	20.0	3	4	2022	10	-1.0				Serum	liquid	100.0	0.0	0.25	Serum_100%_liquid_2022	Serum_100%_liquid_2022_3
611	Serum_40%_liquid_2022	0.0	1	8	2022	1000	-3.0				Serum	liquid	40.0	0.0	0.25	Serum_40%_liquid_2022	Serum_40%_liquid_2022_1
612	Serum_40%_liquid_2022	0.0	2	5	2022	1000	-3.0				Serum	liquid	40.0	0.0	0.25	Serum_40%_liquid_2022	Serum_40%_liquid_2022_2
613	Serum_40%_liquid_2022	0.0	3	5	2022	1000	-3.0				Serum	liquid	40.0	0.0	0.25	Serum_40%_liquid_2022	Serum_40%_liquid_2022_3
614	Serum_40%_liquid_2022	1.0	1	3	2022	1000	-3.0				Serum	liquid	40.0	0.0	0.25	Serum_40%_liquid_2022	Serum_40%_liquid_2022_1
615	Serum_40%_liquid_2022	1.0	2	1	2022	1000	-3.0				Serum	liquid	40.0	0.0	0.25	Serum_40%_liquid_2022	Serum_40%_liquid_2022_2
